There is a man wearing a hat sitting under a TV mounted on a wall.,S001
There are a table with two cakes and champagne glasses and two women serving cake.,S002
There is a stoplight with images drawn on each of the lights.,S003
Some people are standing in the middle of the street lined with motorcycles.,S004
There are series of curved forms around the body.,S005
There is a table set for a dinner of pizza.,S006
There is a red fire hydrant with a chain on a cement sidewalk.,S007
Some people are boarding a parked double decker bus on a busy street.,S008
Andrei looked at Danny moving a yellow chair.,S009
This is a green court.,S010
A young man is looking into the inside of a refrigerator through bottles.,S011
A jockey is racing on a horse in the rain.,S012
The characters are chinese.,S013
A man in blue shirt is sitting on a pile of luggage.,S014
There is a small kitchenette opening up to another room.,S015
The toy train set is set up and being photographed.,S016
Danny put down the bag and the chair it is yellow.,S017
A woman reaching to hit a tennis ball with a racquet.,S018
A pregnant woman is writing on her stomach holding a yellow teddy bear.,S019
This is a blue wall beside a tennis court.,S020
This is the second car in the train.,S021
This is some type of a fair.,S022
A man in a colorful umbrella hat holds an orange.,S023
There is a plate that has food sitting on a table.,S024
A group of police officers is standing in front of a parade.,S025
A woman is pointing a Wii remote right at the camera.,S026
There is a bar with neon lights behind the bottles.,S027
A couple of wood signs are pointing in different directions.,S028
A jogging couple is resting on benches at the pier across the city view.,S029
The traffic lights stand out a lot.,S030
A person in a blue ski suit is racing two girls on skis.,S031
A person in her blue ski suit is racing two girls on skis.,S032
A girl in a dress is leaning back on a cow wearing a straw hat.,S033
Some friends are hand shaking in the baseball stadium.,S034
A metal artwork displays a clock in the middle of a floor.,S035
Eight movers are helping someone move into their new home.,S036
Person airborne over a skateboard as the sun is setting.,S037
A group of military people is running towards a school bus.,S038
A surfer is catching a wave on the ocean.,S039
A motorcycle racer on a track is leaning into a curve.,S040
A hand is holding a hotdog with ketchup mustard and onions wrapped in foil.,S041
A picture of a recently married couple is displayed behind glass.,S042
A man is moving an oven using a dolly.,S043
A very attractive young woman is turning on the water in the shower.,S044
There is a clock on a building with people painted around it.,S045
A small compact car is driving past a furniture store.,S046
This is a wooden bowl of bananas that someone has drawn faces on.,S047
A bunch of buses are driving along a road with cars.,S048
There is a couple of people with bags standing on a escalator.,S049
There is a banana on the stand.,S050
There is a public transit bus on a city street covered in snow.,S051
This is the second highest rail of the jump.,S052
A man gestures over a microwave as he leans on a chair.,S053
An old lady wrapped in a blanket is eating food.,S054
A man is paddle boarding on a city river.,S055
A boat is pulling a water boarder along on a lake.,S056
Several people in soccer uniforms running around with people and stands on the sidelines.,S057
A helmeted man is mounting his well maintained motor cycle.,S058
A person is putting dough into an oven with a spatula.,S059
People are reaching into a broccoli garden and picking broccoli.,S060
A couple of women are walking down a street under a pink umbrella.,S061
Two uniformed people are serving food to guests.,S062
A very crowded street sign is pointing to attractions in multiple directions.,S063
The girl is stretching to reach the tennis ball with her racket.,S064
There is a knife set in a wooden block.,S065
A dog gets its teeth brushed by a man.,S066
The stand is stable.,S067
Two women and four men are playing with a white frisbee.,S068
Two boys are speaking in a classroom with desks and chairs.,S069
There is snow on the trees at a cross country ski race.,S070
There is a line of double decker buses with a clock tower in the background.,S071
A man is putting a coffee cup in a microwave.,S072
This man is putting coins in a meter.,S073
People are putting candles on a cake that is sitting on a plate.,S074
A young man stands pointing in the picture.,S075
A snow skier is putting on skis in the snow near a building.,S076
There are three different cellphone models.,S077
A man is driving a boat along the river.,S078
A man falls while trying to catch a wave surfing.,S079
A man is blowing into a plastic ball.,S080
Danny looked at Andrei putting down a green chair.,S081
A bus waits for a person to board it on the street.,S082
A man is swinging at a baseball with an umpire behind him.,S083
Many motorcycles are lined up to be displayed.,S084
Andrei looked at Danny picking up a green bag.,S085
A man is turning his back on his own reflection in a mirror.,S086
There is a food truck serving calamari sandwiched between other food trucks.,S087
This is a red tie with Peanuts characters.,S088
A skier is passing two people on a snowmobile.,S089
This is a black bike seat with silver springs.,S090
A smiling man sits on a scooter with a little girl.,S091
The little girl is reaching for a piece of cake.,S092
A tennis player runs in order to hit the ball.,S093
A street light has broken in half on someone s lawn.,S094
Danny left Andrei he held a telescope.,S095
A girl and a woman are sharing an appetizer on the outdoor patio of a beachside restaurant.,S096
A person is pouring cake batter into a pan with a utensil.,S097
A shop displays different color parasols on a wall.,S098
There is a plate of food that includes a salad and a pastry with fruit and cream.,S099
A woman points a hair drier like it is a gun.,S100
Two cars are driving down a street next to a green bus.,S101
A small boy is leaning over a fence to see several lambs.,S102
The door of a second bus is open.,S103
A woman has her picture taken as if she is opening the door to a cabin that has bears outside it.,S104
A boy and a girl at a table are drawing with oil pastels.,S105
A fire hydrant has been painted like an american flag.,S106
A cameraperson is pointing a camera and mic at a speaker.,S107
A woman is pointing at the camera while lying down.,S108
Cars are driving by a gas station with a big sign.,S109
A person is looking down at his own shoes and the top of a dog s head.,S110
There is a man covering his eyes from sun on a motorcycle.,S111
A city bus is driving down a crowded city street.,S112
Two men on surfboards catch a breaking wave.,S113
There is a chain linked fence behind players.,S114
A horse reaching over a fence is eating wild grass.,S115
This is a silver and black French press coffee pot.,S116
Many candles are placed on a table in front of a painting.,S117
A man is putting food on his plate and a woman is pouring wine.,S118
A cop leads the way for other people on motorcycles.,S119
An elephant is sticking its trunk through a fence.,S120
A man is covering his eyes next to cases of bananas.,S121
Some of the Catholic School children are lined up in single file in front of the microphone.,S122
Some cows are painted with pink and purple dots.,S123
A young woman is holding a freshly pulled carrot up in the air.,S124
A man is pushing a wheelchair on the street.,S125
The people move about and congregate in the public area next to the large white tent.,S126
Andrei and Danny picked up a yellow bag.,S127
A man is writing something down while on a cell phone.,S128
Two women are kissing a man for a photograph.,S129
There are silver springs on the side of a bike.,S130
There is a professional speaker on the stage pointing out his coworker.,S131
A man and a woman are showing off their food.,S132
There is a red white and blue shelter on a populated beach.,S133
The two people are riding on a black bike.,S134
There are streamers and ribbon suspended by lights hanging from a ceiling.,S135
A group of men is using poles to push themselves on skateboards.,S136
A yellow and blue train is pulling into a train station.,S137
There is a woman in a seat with hair blowing in the wind.,S138
A modern building has a long table holding many fruits and vegetables.,S139
A young boy is putting ingredients into a blender.,S140
Many large pots have been set beside large spoons.,S141
A table is set up with wine glasses and a cake.,S142
A television screen is displaying a cow in a wooded area.,S143
This is a fryer that moves donuts down the fryer.,S144
A man reaches with a racket to return a tennis ball.,S145
Several people are pushing a truck from the dirt onto the road.,S146
There is a beer resting on the seat of a motorcycle.,S147
Two men are snow skiing and one has fallen down.,S148
A woman with a dog is talking to two people sitting on a bench.,S149
A person lights a candle that is on a piece of cake.,S150
Several people are sitting around a table in a small room with a laptop books and papers.,S151
There are balconies on the second storey of the buildings.,S152
Two people are walking along the water with umbrellas.,S153
A red metal frame forms the half pipe.,S154
There are foreign characters on the vehicle s side.,S155
A crowd of people stands and watches as guy on a horseback leads a bunch of horses behind him.,S156
A man is climbing an elephant with a saddle attached.,S157
There are cars moving at a very fast speed.,S158
A red train is passing over the water on a bridge.,S159
A baby elephant is reaching for grey bag at a zoo.,S160
There are two leather sofas sitting on each side of an entertainment center.,S161
People in hats are riding on a large elephant.,S162
The date is orange.,S163
A hotdog is wrapped up in some foil.,S164
A man hit something that exploded with a bat.,S165
A man takes a selfie as he opens his new computer.,S166
Adult carrying a child in full gear including skiis at the bottom of a ski slope.,S167
There are two foods and one drink set on the clear table.,S168
There is a stand in the room.,S169
There is a man sitting on a cement block.,S170
There is a man holding roses next to a woman holding a cake.,S171
A person is pushing a button on a television.,S172
A woman on skis is looking back to the person behind her.,S173
A man is reaching down for something in a box.,S174
Two men are racing horses down a racing track.,S175
There are white forms on a keyboard.,S176
A man is putting a turkey into the oven.,S177
There is a black TV stand with flat screen.,S178
A small child wrapped in a towel lies on a bed.,S179
A man and a woman are shaking hands amidst a crowd by a cake.,S180
This is a white second hand on the clock.,S181
There is a press box on the tennis court.,S182
A man is reading a book while another is holding a dog.,S183
There is a stand with information.,S184
Cars line up to coin meters on at a busy sidewalk.,S185
Water passing under a bridge that cars are driving on top of.,S186
A man leans back and gets ready to fall during part of the game.,S187
A small boy reaches up into the kitchen sink.,S188
Danny left the chair with a blue telescope.,S189
A young boy in the bed is reading a book to his little sibling.,S190
A man and his dog walk to the sink of a kitchen cluttered with objects.,S191
A television is turned on on a wooden shelf.,S192
Danny looked at Andrei putting down a yellow chair.,S193
A man inside a room is putting together a white kite.,S194
There are red cushions against a window in front of table with a table light and a bench.,S195
There is an older person passing out plates of food to young people.,S196
A TV is showing two men in hats and women.,S197
A baseball player runs to catch a ball that has been pitched.,S198
A man and his skateboard have been caught mid flight during a leap.,S199
There is a date stamp of March 16th 2008.,S200
